Time (min),Abs1,Abs2,Abs3
0,-0.00266666666666666,-0.00366666666666667,0.00633333333333333
30,0.454333333333333,0.262333333333333,0.564333333333333
40,0.529333333333333,0.339333333333333,0.796333333333333
45,0.553333333333333,0.402333333333333,0.888333333333333
50,0.588333333333333,0.489333333333333,0.921333333333333
55,0.617333333333333,0.553333333333333,0.948333333333333
60,0.650333333333333,0.637333333333333,0.969333333333333
