Time (min),Abs1,Abs2,Abs3
0,-0.0144833333333333,0.0205166666666667,-0.0060333
30,0.731116666666667,0.701116666666667,0.92828   
40,1.00831666666667,0.953716666666667,1.2781    
45,1.12411666666667,0.992716666666667,1.3725    
50,1.17451666666667,1.11331666666667,1.4489    
55,1.21051666666667,1.08751666666667,          
60,1.26631666666667,1.15771666666667,1.5382    
