Time (min),Abs1,Abs2,Abs3
0,0.15018315018315,0.133699633699634,0
15,0.216117216117216,0.15018315018315,0.126373626373626
30,0.43956043956044,0.322344322344322,0.311355311355311
45,0.593406593406594,0.413919413919414,0.375457875457875
60,0.675824175824176,0.5,0.463369963369963
75,0.743589743589744,0.576923076923077,0.54029304029304
90,0.833333333333333,0.653846153846154,0.586080586080586
105,0.937728937728938,0.783882783882784,0.712454212454212
120,1,0.860805860805861,0.804029304029304
