Time (min),Abs1,Abs2,Abs3
0,0,0.0225410891854294,0.0054421
30,0.480189602761605,0.460868669174094,0.60717  
40,0.658715029110207,0.623550929980937,0.83247  
45,0.733293832757999,0.648668143644701,0.89325  
50,0.765753001185017,0.726338296666495,0.94248  
55,0.78893812149003,0.709722293781236,         
60,0.824875057962801,0.754933278376011,1        
