Time (min),Abs1,Abs2,Abs3
0,0.0358371559633028,0,0.27136
0,0.0358371559633028,0,0.27136
3.16227766016838,0.36697247706422,0.301748853211009,0.68926
3.87298334620742,0.505303899082569,0.348337155963303,0.802  
4.47213595499958,0.565510321100917,0.49240252293578,0.89331
5,0.608514908256881,0.461582568807339,       
5.47722557505166,0.675172018348624,0.545441513761468,1      
