Time (min),Abs1,Abs2,Abs3,Abs4
0,0,0.11889132020423,0.00116703136396794,0.215900802334063
0,0,0.11889132020423,0.00116703136396794,0.215900802334063
3.87298334620742,0.138584974471189,0.479212253829322,0.358862144420131,0.5018234865062
5,0.560904449307075,0.708971553610503,0.500656455142232,0.684901531728665
5.91607978309962,0.640408460977389,0.864332603938731,0.631363967906638,0.819839533187454
6.70820393249937,0.896425966447848,1,0.934792122538293,0.978118161925602
