Time (min),Abs1,Abs2,Abs3,Abs4
0,0.112646121147715,0.487247608926673,0       ,0.29862
0,0.112646121147715,0.487247608926673,0       ,0.29862
2.23606797749979,0.351753453772583,0.697130712008502,        ,       
3.16227766016838,0.925611052072263,0.829968119022316,0.046759,0.5457 
4.47213595499958,1,0.994686503719448,0.40383 ,0.94155
