Time (min),Abs1,Abs2,Abs3
0,0.0126206384558278,0.0786933927245731,0
0,0.0126206384558278,0.0786933927245731,0
3.87298334620742,0.235337787676318,0.317743132887899,0.200445434298441
6.32455532033676,0.584261321455085,0.456570155902005,0.339272457312546
7.41619848709566,0.552338530066815,0.58648849294729,0.435783221974759
8.36660026534076,0.832219747587231,0.692650334075724,0.527839643652561
9.21954445729289,0.857461024498886,0.798812175204157,0.602821083890126
10,0.896065330363771,0.949517446176689,0.722345953971789
10.7238052947636,1,0.970304380103935,0.788418708240534
