Time (min),Abs1,Abs2,Abs3
0,0.0259980525803311,0.094157740993184,0
15,0.178545926647192,0.238266796494645,0.409282700421941
30,0.394060370009737,0.513502109704641,0.69746835443038
40,0.489483933787731,0.606329113924051,0.822362869198312
45,0.547257383966245,0.642031807854593,0.869198312236287
50,0.596592015579357,0.720577734501785,0.923206751054852
55,0.600486854917235,0.58231093800714,0.985232067510548
60,0.701752677702045,0.798474521259331,1
